,Wiki Entity ID,Label,Description,Instance of,Sex or Gender
352,Q106851,Hans Memling,German/Flemish painter (c. 1430–1494),Q5,Q6581097
353,Q106906924,Arthur Taussig,American artist,Q5,Q6581097
354,Q1069608,James Archer,"Scottish painter of portraits, genre works, landscapes and historical scenes (1823–1904)",Q5,Q6581097
355,Q106975555,Ishiyama Moroka,Japanese artist (1669-1734),Q5,Q6581097
356,Q107041560,Joseph Samson Potter,"politician in Massachusetts, US (1822-1904)",Q5,Q6581097
357,Q107059041,Francois Mondon,French designer and printmaker (1694–1770),Q5,Q6581097
358,Q107062391,Thomas H. Hull,"British painter and miniaturist, active from 1775, died 1800",Q5,Q6581097
359,Q107062504,J. W. Harding,"British artist, active 1796-1810",Q5,Q6581097
360,Q1071000,Aurelio Luini,Italian painter (c.1530-1593),Q5,Q6581097
361,Q107107721,Giovanni Calegari,architectural draughtsman (1753 ca.-1812),Q5,Q6581097
362,Q107139279,Estelle Laverne,designer,Q5,Q6581072
363,Q107140595,Nicolas de Son,"French artist, active 17th century",Q5,Q6581097
364,Q1071465,"Charles FitzRoy, 2nd Duke of Grafton",Irish and English politician (1683-1757),Q5,Q6581097
365,Q107194,George Grosz,German artist (1893–1959),Q5,Q6581097
366,Q1072194,Chickering and Sons,"former piano manufacturer in Boston, Massachusetts, United States",Q4830453,
367,Q107231778,Wilhelm Frommer,German drawer,Q5,Q6581097
368,Q1073101,Francesco Morandini,Italian painter (1544-1597),Q5,Q6581097
369,Q1073208,Tom Molineaux,American boxer,Q5,Q6581097
370,Q10733112,An-My Lê,American photographer,Q5,Q6581072
371,Q107356377,Johann Ludwig Ziegler,,Q5,Q6581097
372,Q107399571,Larry Thomas,American artist,Q5,Q6581097
373,Q107399586,Craig McPherson,American artist,Q5,Q6581097
374,Q107399589,Daniel Brush,American artist,Q5,Q6581097
375,Q1074290,Paul Gavarni,French caricaturist (1804-1866),Q5,Q6581097
376,Q1075391,Chloé,French fashion house created by Gaby Aghion,Q1941779,
377,Q107539953,Edward C. Flood,American artist (1944–1985),Q5,Q6581097
378,Q107539969,Joey Kirkpatrick,glass artist,Q5,Q6581072
379,Q107539979,Juan Hamilton,American artist,Q5,Q6581097
380,Q107594673,Giovanni da Monte Cremasco,Italian painter,Q5,Q6581097
381,Q107618924,Ini Archibong,Swiss–American artist and designer,Q5,Q6581097
382,Q107625605,Barry Ledoux,American sculptor,Q5,Q6581097
383,Q107629351,Dianne Blell,American photographer,Q5,Q6581072
384,Q107649853,Daniël Abbeloos,"Netherlandish tapestry maker and carpet maker, 1635-1677",Q5,Q6581097
385,Q107650664,James Rosen,artist,Q5,Q6581097
386,Q107664272,Mary J. Coulter,American artist,Q5,Q6581072
387,Q107703775,Alex Harris,American photographer,Q5,Q6581097
388,Q107736,Clemens Wenzeslaus Coudray,German architect,Q5,Q6581097
389,Q1077403,Niccolò di Pietro Gerini,Italian painter (1368-1415),Q5,Q6581097
390,Q1077608,Chris Ofili,English painter,Q5,Q6581097
391,Q1078015,Kanō Motonobu,Japanese painter (1476-1559),Q5,Q6581097
392,Q107877,Johann Georg Meyer,German artist (1813-1886),Q5,Q6581097
393,Q1078892,Christian Barthelmess,American photographer (1854-1906),Q5,Q6581097
394,Q107909,Josef Hegenbarth,German illustrator and painter (1884-1962),Q5,Q6581097
395,Q1079125,Christian Bérard,"French artist, fashion illustrator, and designer (1902-1949)",Q5,Q6581097
396,Q1079570,Christian Friedrich Boetius,German engraver (1706-1782),Q5,Q6581097
397,Q1079592,Christian Friedrich Fritzsch,"German artist, copperplate engraver and draughtsperson (1719-1774)",Q5,Q6581097
398,Q1079595,Christian Friedrich Gille,German painter (1805-1899),Q5,Q6581097
399,Q1079610,Christian Frederich Herold,German painter (1700-1779),Q5,Q6581097
400,Q1079682,Christian Friedrich Stölzel,German copperplate engraver,Q5,Q6581097
401,Q1079978,Kunitomo Ikkansai,gunsmith,Q5,Q6581097
402,Q1079993,Christian Gottlob Hammer,German landscape painter and Engraver,Q5,Q6581097
403,Q1080120,Christian Haldenwang,German copperplate engraver (1770-1831),Q5,Q6581097
404,Q1080223,Danese Cattaneo,Italian artist (1512-1572),Q5,Q6581097
405,Q108028082,Sidney R. Hutter,American artist,Q5,Q6581097
406,Q108028087,Stephen Talasnik,American artist,Q5,Q6581097
407,Q1080487,Christian Jorhan the Elder,German sculptor (1727–1804),Q5,Q6581097
408,Q1080884,Christian Ludwig Attersee,Austrian artist,Q5,Q6581097
409,Q1081111,Fabrizio Boschi,Italian painter (1572-1642),Q5,Q6581097
410,Q108136,Karl Gildemeister,German architect (1820–1869),Q5,Q6581097
411,Q1082057,Christian Tangermann,German painter (1760-1830),Q5,Q6581097
412,Q108219673,Paul Grotz,artist,Q5,Q6581097
413,Q1082324,Martin van Meytens,Swedish-Austrian painter (1695–1770),Q5,Q6581097
414,Q108254415,John Doggett,furniture maker (1780-1857),Q5,Q6581097
415,Q108254453,Stephen Badlam,American artisan and military officer (1751–1815),Q5,Q6581097
416,Q1082620,Christiane Baumgartner,German artist,Q5,Q6581072
417,Q108286227,Eugene Brodsky,,Q5,Q6581097
418,Q108301,Maurice Utrillo,French painter (1883-1955),Q5,Q6581097
419,Q1083096,Anton Domenico Gabbiani,Italian painter (1652-1726),Q5,Q6581097
420,Q1083104,Alfonso Parigi,Italian architect and scenographer,Q5,Q6581097
421,Q1083362,Giovanni Antonio Dosio,Italian architect and sculptor (1533–1611),Q5,Q6581097
422,Q1084042,Prosper-Mathieu Henry,French astronomer (1849-1903),Q5,Q6581097
423,Q1084246,Christof Angermair,German sculptor,Q5,Q6581097
424,Q1084300,Christof Lederwasch,Austrian painter (1651-1705),Q5,Q6581097
425,Q108461,Joachim Tielke,German musical instrument maker (1641-1719),Q5,Q6581097
426,Q108479074,Gladys Lewis Bush,,Q5,Q6581072
427,Q1085228,Christoph Jamnitzer,German goldsmith (1563–1618),Q5,Q6581097
428,Q108526217,Muhammad ibn Aybak ibn 'Abdallah,Iraqi illuminator,Q5,Q6581097
429,Q10853869,Antonín Heythum,Czech architect and designer,Q5,Q6581097
430,Q1085550,Christoph Murer,Swiss painter (1558-1614),Q5,Q6581097
431,Q1085578,Christoph Nathe,German painter,Q5,Q6581097
432,Q10857849,Edward Livingston Wilson,"American photographer, publisher, and author (1838-1903)",Q5,Q6581097
433,Q108628,Wilhelm Fröhner,French art historian (1834–1925),Q5,Q6581097
434,Q108648,Carl Wilhelm Kolbe d. J.,German painter (1781-1853),Q5,Q6581097
435,Q108658559,Yutaka Kondō,Japanese ceramicist,Q5,Q6581097
436,Q1086650,Christopher Dresser,British industrial designer (1834-1904),Q5,Q6581097
437,Q108678630,Bobbi Carrey,American photographer,Q5,Q6581072
438,Q108678763,Rose Crosman,American artist,Q5,Q6581072
439,Q108686,Adolf Gnauth,German architect (1840–1884),Q5,Q6581097
440,Q1086991,Giovanni Battista Caccini,Italian sculptor and architect (1556-1613),Q5,Q6581097
441,Q1087064,Christopher Wool,American artist,Q5,Q6581097
442,Q108709717,Lesley Crawford,American painter,Q5,Q6581072
443,Q108718765,Jean-Baptiste Chometon,French artist (1789–1832),Q5,Q6581097
444,Q108733086,Francesco Capo,"Italian artist, active 1775",Q5,
445,Q108758478,Tokuda Yasokichi III,Japanese porcelain artist,Q5,Q6581097
446,Q10880703,YU Fei-An,Chinese artist,Q5,Q6581097
447,Q1089033,Remigio Cantagallina,Italian painter (1582-1656),Q5,Q6581097
448,Q108926,Clément Marot,French poet (1495-1544),Q5,Q6581097
449,Q108938569,Walter Scott Shinn,American photographer,Q5,Q6581097
450,Q10893907,Guanshan Yue,Chinese painter and politician (1912-2000),Q5,Q6581097
451,Q108940192,Holly Wright,American photographer,Q5,Q6581072
452,Q108948,Michael Furter,German bookbinder (1500-1517),Q5,Q6581097
453,Q10901530,Bao Shichen,Qing dynasty person CBDB = 33908,Q5,Q6581097
454,Q109061,Guido Reni,Bolognese painter (1575–1642),Q5,Q6581097
455,Q1091118,Ludovico Lana,Italian painter (1597-1646),Q5,Q6581097
456,Q1091136,Cristoforo Roncalli,Italian painter (c.1553-1626),Q5,Q6581097
457,Q109119940,Umar Aqta,"Uzbek calligrapher, active late 14th-early 15th centuries",Q5,Q6581097
458,Q10918773,Wu Kuan,Ming dynasty person CBDB = 33465,Q5,Q6581097
459,Q10919634,Wu Hu-fan,Chinese artist and art collector (1894-1968),Q5,Q6581097
460,Q1091989,Octave Feuillet,French writer (1821–1890),Q5,Q6581097
461,Q109270708,Hermine Ford,American artist,Q5,Q6581072
462,Q1093129,Simon de Vlieger,Dutch painter (1601-1653),Q5,Q6581097
463,Q109391003,Chuma Maweni,South African artist,Q5,Q6581097
464,Q109391100,Zizipho Poswa,South African artist,Q5,Q6581072
465,Q109391390,Andile Dyalvane,South African artist,Q5,Q6581097
466,Q109392322,Jomo Tariku,Ethiopian American designer,Q5,Q6581097
467,Q109392369,Atang Tshikare,South African artist and designer,Q5,Q6581097
468,Q109392919,Charles C. Dawson,African American artist,Q5,Q6581097
469,Q109399033,Ben Blount,African American artist,Q5,Q6581097
470,Q109463,Richard Mentor Johnson,vice president of the United States from 1837 to 1841,Q5,Q6581097
471,Q1094674,Claes Janszoon Visscher II,"draughtsman, engraver, printmaker, publisher (1587-1652)",Q5,Q6581097
472,Q109527580,Marco Caprini,Italian painter (ca. 1712-1778),Q5,Q6581097
473,Q109539,Peter Kinzing,German clock maker,Q5,Q6581097
474,Q109540,Wilhelm Busch,"German painter, poet and cartoonist (1832–1908)",Q5,Q6581097
475,Q109563,Louis Gathmann,German engineer (1843-1917),Q5,Q6581097
476,Q1095862,Clarkson Frederick Stanfield,British artist (1793–1867),Q5,Q6581097
477,Q109590558,William Purcell McDonald,,Q5,Q6581097
478,Q1095959,Lucas Vorsterman II,Flemish copperplate engraver,Q5,Q6581097
479,Q10964291,Nicoletto de Modène,Italian artist (1490-1569),Q5,Q6581097
480,Q1096435,Jean Schopfer,French writer and tennis player (1868–1931),Q5,Q6581097
481,Q1096542,Claude Fayette Bragdon,American architect (1866–1946),Q5,Q6581097
482,Q109676,Saskia van Uylenburgh,wife of Rembrandt van Rijn,Q5,Q6581072
483,Q1096874,Claude Lawrence,African American jazz musician and artist,Q5,Q6581097
484,Q109691,Toni Schneiders,German photographer (1920-2006),Q5,Q6581097
485,Q1096995,Claude Montana,French fashion designer (1947–2024),Q5,Q6581097
486,Q109713658,William Thomas Bree,British painter and draftsman (1754-1822),Q5,Q6581097
487,Q1097179,Claude Terrasse,French composer (1867–1923),Q5,Q6581097
488,Q109719786,Niels Vodder,Danish cabinetmaker,Q5,Q6581097
489,Q10978867,Xiang Yuanbian,Ming dynasty person CBDB = 30328,Q5,Q6581097
490,Q109802358,Sebastiano Cecchi,Italian gunsmith,Q5,Q6581097
491,Q109809430,Remie Lohse,American photographer (1893–1947),Q5,Q6581097
492,Q109830025,Daniel II Leyniers,Flemish tapestry maker and carpet maker (1669–1728),Q5,Q6581097
493,Q109830085,Lukas Stipperger,German artist (1755–1808),Q5,
494,Q109830097,O. R. Eggers,American architect (1882–1964),Q5,Q6581097
495,Q109857376,Julius A. Schweinfurth,American architect (1858–1931),Q5,Q6581097
496,Q109875,François Adrien Boieldieu,French composer,Q5,Q6581097
497,Q109885539,James Cremer,American photographer (1821–1893),Q5,Q6581097
498,Q109885675,Alexandre-Louis Bellangé,French furniture maker (1799–1863),Q5,Q6581097
499,Q109885761,Armand Tranquille Vastine,French artist (1818–1852),Q5,Q6581097
500,Q109885839,Catherine Francoise Beauvarlet,French artist (1740–1769),Q5,Q6581072
501,Q109885847,Charles Currier,American lithographer (1818–1887),Q5,Q6581097
502,Q109885939,David Pfau II,,Q5,Q6581097
503,Q109885972,Edward Swinburne,British watercolor artist,Q5,Q6581097
504,Q109885979,Elbridge G. Wright,American musical instrument maker (1811–1871),Q5,Q6581097
505,Q109886007,Ernest Fuhr,American illustrator (1874–1933),Q5,Q6581097
506,Q109886068,Franz Lebisch,Austrian artist (1881–1965),Q5,Q6581097
507,Q109886128,Georg Christian Seiptius,Danish porcelain painter and miniaturist (1744–1795),Q5,Q6581097
508,Q109886249,Heinrich Gambs,German cabinetmaker (1765–1831),Q5,Q6581097
509,Q109886311,Irene Shwachman,American photographer (1915–1988),Q5,Q6581072
510,Q109886431,Johann Indau,German cabinetmaker and architectural theorist (1651–1690),Q5,Q6581097
511,Q109886680,Maurice Grosman,American artist (1900–1976),Q5,
512,Q109886813,Robert Mackreth,,Q5,Q6581097
513,Q109886856,Samuel Hamlin,American pewterer (1746–1801),Q5,
514,Q109886964,Wilhelm Krüger,,Q5,Q6581097
515,Q109980313,Francesco Bettini,Italian garden designer (1735-1805),Q5,Q6581097
516,Q109986453,Guillaume Noël,French porcelain painter,Q5,Q6581097
517,Q110014875,Axel Russmeyer,jewelry designer,Q5,Q6581097
518,Q110017419,Amory Coffin Simons,American artist,Q5,Q6581097
519,Q110017707,Hyacinthe Jean Régnier,,Q5,Q6581097
520,Q1100248,Clement Heaton,British glass blower and painter (1861-1940),Q5,Q6581097
521,Q1100270,Clement Meadmore,Australian-American sculptor and artist (1929-2005),Q5,Q6581097
522,Q110082004,John C. Browne,American photographer (1838–1918),Q5,Q6581097
523,Q110088939,Otto Bielefeld,American painter (1908-1982),Q5,
524,Q110088975,David P. Chun,American painter,Q5,Q6581097
525,Q110111740,George Nama,American artist,Q5,Q6581097
526,Q110111805,Donald S. Vogel,American artist,Q5,Q6581097
527,Q110114,Berthold Wolpe,"German typographer, type designer, calligrapher and book designer (1905–1989)",Q5,Q6581097
528,Q1101283,John Guillim,British herald and antiquarian,Q5,Q6581097
529,Q1101320,Clifford Ross,American artist,Q5,Q6581097
530,Q1101373,"William Cavendish, 1st Duke of Newcastle",English polymath and aristocrat (1592-1676),Q5,Q6581097
531,Q110140473,George C. Miller,American printmaker,Q5,Q6581097
532,Q110176415,Ralph Crane,German photographer,Q5,Q6581097
533,Q110176482,Shizan So,Japanese painter (1733–1805),Q5,Q6581097
534,Q1102060,Walter Hood Fitch,botanical illustrator (1817-1892),Q5,Q6581097
535,Q110212492,Bert Beaver,,Q5,
536,Q110214074,Pierre-Paul Comba,,Q5,Q6581097
537,Q110214111,Rudolf Escher,,Q5,Q6581097
538,Q110217081,Muhammad Husayn Kashmiri,Indian calligrapher,Q5,Q6581097
539,Q110218964,Francesco Wenzel,Italian printmaker,Q5,Q6581097
540,Q1102205,Yurii Alekseevich Vasnetsov,Russian illustrator (1900-1973),Q5,Q6581097
541,Q110228562,Deli Sacilotto,Canadian printer,Q5,
542,Q110237,Pankraz Labenwolf,"German artist, 1492-1563",Q5,Q6581097
543,Q110244330,Frédéric Bouchot,"French painter, draughtsman and printmaker",Q5,Q6581097
544,Q1102576,Francesco Angeloni,Italian writer/antiquary/historian/collector,Q5,Q6581097
545,Q110280163,Minton and Company,"English manufacturers, founded Stoke-on-Trent, England 1793",Q43229,
546,Q110280576,Sylvia Lark,"Native American painter, printmaker, professor",Q5,Q6581072
547,Q110340641,Chester Weinberg,American fashion designer,Q5,Q6581097
548,Q11040687,José García Hidalgo,Spanish painter (1646-1717),Q5,Q6581097
549,Q11042161,Chu Lien,Chinese painter (1828-1904),Q5,Q6581097
550,Q110466018,Horace Potter,"American metalworker, designer, and artisan",Q5,Q6581097
551,Q110489709,Harry Willson,British artist and lithographer,Q5,Q6581097
552,Q110566755,Giovanni Valadier,1732-1805; Valadier (fam.),Q5,Q6581097
553,Q1106119,C. B. Fry,English cricketer and rugby union footballer (1872-1956),Q5,Q6581097
554,Q110619678,Hans Heinrich Pfau III.,Swiss artist and politician,Q5,Q6581097
555,Q1106798,Pietro Santi Bartoli,Italian painter (1635-1700),Q5,Q6581097
556,Q11068035,Chang Chih-wan,Chinese painter (1811-1897),Q5,Q6581097
557,Q11068290,Zhang Hong,Chinese artist (1577-1662),Q5,Q6581097
558,Q1106830,Antonio Vassilacchi,Greek painter active in Venice and Veneto (1556-1629),Q5,Q6581097
559,Q11068744,Chang Shan-tse,Sichuanese painter (1882-1940),Q5,Q6581097
560,Q11068832,Zhang Ruitu,Ming dynasty politician,Q5,Q6581097
561,Q11068974,Zhang Chong,Ming dynasty person CBDB = 70447,Q5,Q6581097
562,Q1107117,Raffaellino da Reggio,Italian painter (1550-1578),Q5,Q6581097
563,Q110720510,Léopold Bernard,"French barrelsmith, active 1832–1870",Q5,Q6581097
564,Q11075,Abd al-Rahman al-Sufi,Persian astronomer (903-986),Q5,Q6581097
565,Q110778063,Lorenzo Sarti,Italian sculptor (18th century),Q5,Q6581097
566,Q1107819,Ilona Keserü,Hungarian artist and professor emerita,Q5,Q6581072
567,Q1108007,Cole Weston,American photographer (1919–2003),Q5,Q6581097
568,Q11093919,Chu Chi-chan,Chinese artist (1892-1996),Q5,Q6581097
569,Q111020609,Arthur Heun,,Q5,
570,Q111027,Ernst Bosch,German painter (1834-1917),Q5,Q6581097
571,Q1110864,Sidney Geist,American sculptor (1914-2005),Q5,Q6581097
572,Q111094,Julius Bien,German-American lithographer,Q5,Q6581097
573,Q1111180,Pietro Bracci,Italian sculptor (1700-1773),Q5,Q6581097
574,Q1111320,Fortunato Pio Castellani,Italian goldsmith and antiquarian seller,Q5,Q6581097
575,Q1111424,Niccolò Bambini,painter from Italy (1651-1736),Q5,Q6581097
576,Q11116,Ruth Bader Ginsburg,Associate Justice of the Supreme Court of the United States from 1993 to 2020,Q5,Q6581072
577,Q111264587,Vincenzo Moretti,"Italian glass artist, born 1835",Q5,
578,Q1113061,Mariano Fortuny,Spanish fashion designer (1871-1949),Q5,Q6581097
579,Q111313559,Hans Kalmsteiner,Austrian illustrator,Q5,Q6581097
580,Q1113685,Roberto Capucci,fashion designer,Q5,Q6581097
581,Q1113970,Nathan Lerner,American photographer (1913-1997),Q5,Q6581097
582,Q11143681,Fa Ruozhen,Qing dynasty person CBDB = 65869,Q5,Q6581097
583,Q1114577,Léon II de Perthuis de Laillevault,French architect,Q5,Q6581097
584,Q11147565,Samuel Murray,American artist,Q5,Q6581097
585,Q111513033,Ted Kurahara,visual artist,Q5,Q6581097
586,Q111516794,Donald Richard Miller,American sculptor (1925–1989),Q5,Q6581097
587,Q1115170,Comme des Garçons,Japanese fashion brand,Q4830453,
588,Q111529341,Elizabeth Van Horne Clarkson,American quiltmaker (1771–1852),Q5,Q6581072
589,Q1115410,Franz Horny,German painter (1798-1824),Q5,Q6581097
590,Q111547706,Rufus Farnam,American silversmith (1766–1863),Q5,Q6581097
591,Q111598074,Jimmy Wright,"American painter, 1944-",Q5,Q6581097
592,Q1116409,Louis Rémy Mignot,American painter (1831-1870),Q5,Q6581097
593,Q1116972,Luigi Sabatelli,Italian painter (1772-1850),Q5,Q6581097
594,Q1117309,Samuele Jesi,Italian engraver,Q5,Q6581097
595,Q11176041,Huang Chün-pi,painter (1898-1991),Q5,Q6581097
596,Q1117749,Master of the Magdalen,Anonymous Italian painter active in Tuscany in the second half of the thirteenth century,Q5,Q6581097
597,Q11178858,Li Xiongcai,Chinese painter (1910-2001),Q5,Q6581097
598,Q1118055,Sydenham Edwards,"Welsh botanist, author, editor, and scientific illustrator (1768-1819)",Q5,Q6581097
599,Q111824233,Christine Engler,1919-2004,Q5,Q6581072
600,Q1118436,Claude-Guy Hallé,French painter (1652-1736),Q5,Q6581097
601,Q1119290,Adriano Fiorentino,Italian medallist and sculptor,Q5,Q6581097
602,Q111947798,Wolfgang Hoffmann,Austrian-American architect and designer,Q5,Q6581097
603,Q1119589,Giulio Cesare Procaccini,"Italian painter, sculptor and engraver (1574-1625)",Q5,Q6581097
604,Q111978368,Alfred Gauvain,French gunsmith,Q5,Q6581097
605,Q11203476,Getty Research Institute,organization with archives and databases for art history and provenance research,Q43229,
606,Q1120855,Louis Abel-Truchet,French painter (1857–1918),Q5,Q6581097
607,Q112162134,Pasikles Painter,"Ancient Attic-Greek vase-painter of the black-figure style, active ca. 550-500 BCE",Q5,
608,Q112189343,D. D. Tillett,textile designer,Q5,Q6581072
609,Q1121895,Pastorino dei Pastorini,Italian painter and sculptor (c.1508-1592),Q5,Q6581097
610,Q112250,Pieter Bout,Flemish painter and engraver (1658-1719),Q5,Q6581097
611,Q112266085,Tom Burckhardt,American painter and sculptor,Q5,Q6581097
612,Q112299587,Fluid Group,Faliscan vase-painter of the red-figure style,Q19969128,
613,Q11237,Nelson Rockefeller,Vice President of the United States from 1974 to 1977,Q5,Q6581097
614,Q1123800,Johan Nieuhof,"Dutch explorer, writer, sinologist (1618-1672)",Q5,Q6581097
615,Q112450,Curt Glaser,"German Jewish art historian and art collector persecuted by Nazis, refugee (1879-1943)",Q5,Q6581097
616,Q112550333,Bruce BecVar,,Q5,Q6581097
617,Q1125975,Riccardo Licata,"Italian painter, engraver and sculptor (1929-2014)",Q5,Q6581097
618,Q112628549,Ashbil Griswold,American pewtersmith,Q5,Q6581097
619,Q112631418,Boeotian Dancers Group‎,Ancient Attic-Greek vase-painter of the black-figure style,Q19969128,
